umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,botak_prob
43.0,Laki-laki,Pegawai swasta,Palangkaraya,8993817.145872498,0,0.0,51.13036157531844,150.93106026383992,Merpati,1,SD,0.4603665718087556
41.0,Perempuan,PNS,Kupang,8417615.425082592,0,0.0,46.03542890304468,153.8849949693987,Deadbuoy,1,SMA,0.38450266362149976
38.0,Laki-laki,Pegawai swasta,Semarang,11057397.514105288,0,1.0,52.00196002273897,151.22715688158394,Moonsilk,1,S1,0.6483123180709127
42.0,Laki-laki,Pegawai swasta,Banda Lampung,13479562.977244452,0,0.0,48.706826604826524,149.38179048373934,Pantone,1,SD,0.37978852674068825
47.0,Laki-laki,Freelance,Jambi,13148424.24738719,0,0.0,63.76833052733439,161.0319749127294,Pantone,1,SMA,0.3385282163098413
43.0,Perempuan,Pegawai swasta,Bengkulu,8587328.518558472,0,1.0,47.70940036045451,157.81936253621453,Pantone,0,S1,0.5269317061533064
49.0,Laki-laki,PNS,Banjarmasin,9996465.78293805,0,0.0,47.394366347583635,155.12246337800198,Merpati,0,S1,0.5133263851026392
55.0,Laki-laki,Pengangguran,Sofifi,9898753.691285584,0,0.0,48.19144721621626,150.97486992579206,Moonsilk,0,S1,0.7984330527688728
36.0,Laki-laki,Pegawai swasta,Mamuju,5761969.128267365,0,,55.86532549570725,149.91330001203218,Shoulder & Head,1,S1,0.3292728875303477
49.0,Laki-laki,Freelance,Samarinda,4443552.507096879,0,0.0,46.169950175637496,151.49765876535753,Shoulder & Head,0,S1,0.2324216335156025
36.0,Laki-laki,Freelance,Pangkalpinang,9568246.977158524,0,0.0,59.753474058492024,154.04855506503202,Merpati,0,S1,0.2248284223080088
34.0,Laki-laki,Pegawai swasta,Tanjung Pinang,8667631.504044047,0,0.0,59.715386292474115,156.10979623092487,Pantone,0,SMA,0.2860419609568466
43.0,Laki-laki,Pegawai swasta,Kupang,6649378.529165359,0,1.0,53.08397410184906,156.851792499625,Deadbuoy,1,SMA,0.7796901899237305
58.0,Laki-laki,Pegawai swasta,Pangkalpinang,8330288.595136948,0,0.0,66.88109834347469,165.5857113535264,Shoulder & Head,0,S1,0.3466740473825505
54.0,Laki-laki,Pegawai swasta,Medan,7288352.153168513,0,0.0,45.10277614716339,159.3834181812656,Merpati,0,SMP,0.3868019354687574
45.0,Laki-laki,Freelance,Pekanbaru,4857909.804112073,0,0.0,65.50941534326971,163.65299472143357,Moonsilk,0,S1,0.22373440227279606
27.0,Laki-laki,PNS,Padang,9484332.81657423,0,0.0,55.411536652416395,158.0773514278898,Moonsilk,0,S1,0.3283163198232382
43.0,Perempuan,PNS,Manokwari,8104225.544999046,0,0.0,48.59646042171664,147.56755192795342,Pantone,1,S1,0.4798448881050755
37.0,Laki-laki,Freelance,Banjarmasin,18940363.59185749,0,1.0,53.79300014535229,162.38741155656834,Deadbuoy,0,SMA,0.4279832709452855
50.0,Laki-laki,PNS,Palu,7369467.061395367,0,0.0,46.50771223181518,148.25241520364258,Pantone,1,SMA,0.5030025637031029
28.0,Perempuan,Freelance,Pekanbaru,12322701.196915528,0,0.0,56.79148938736456,163.20672523595482,Deadbuoy,0,SMP,0.06757234171282221
46.0,Laki-laki,Pegawai swasta,Jambi,16135415.854968784,0,0.0,52.92708319162786,154.48166259766643,Deadbuoy,1,S1,0.4699716769162066
32.0,Laki-laki,PNS,Jayapura,8560744.912418868,0,0.0,60.95594630054236,159.38493431167768,Shoulder & Head,1,S1,0.3233544146190433
44.0,Perempuan,Pegawai swasta,Banda Lampung,7453451.728168087,0,0.0,62.38345775275589,165.62327915537972,Moonsilk,1,SMA,0.2722092783255028
35.0,Laki-laki,Pegawai swasta,Jambi,5496181.439737687,0,0.0,60.87287279107198,158.23461450995148,Merpati,0,S1,0.27337811161952863
26.0,Laki-laki,PNS,Padang,8839985.369939072,0,1.0,54.95293649794653,156.17891238883453,Shoulder & Head,1,S1,0.7383676610913606
48.0,Laki-laki,PNS,Palu,6105473.952963154,0,0.0,46.347229047354354,157.50983173376002,Moonsilk,0,S1,0.4373514583857852
47.0,Laki-laki,Pegawai swasta,Pekanbaru,8093661.018332803,0,1.0,64.5343567178181,166.700556226608,Deadbuoy,0,S1,0.6431504499466895
46.0,Perempuan,Freelance,Surabaya,6718889.930219002,0,0.0,51.725125202818106,145.05660293879916,Shoulder & Head,1,S1,0.2376067192119544
30.0,Laki-laki,Pegawai swasta,Manado,7690913.024606502,0,1.0,50.817183948735895,154.93279217955038,Shoulder & Head,0,S1,0.4694001919984822
34.0,Laki-laki,PNS,Kendari,2825548.8636072413,0,0.0,49.716656574554214,159.52347115413696,Merpati,0,S1,0.2811482992481889
59.0,Laki-laki,Freelance,Jambi,6889682.381396331,1,0.0,47.89189245747731,156.78039000152896,Pantone,0,S1,0.429871910844429
29.0,Laki-laki,Freelance,Banjarmasin,11287517.369204964,0,0.0,64.4379771000578,162.52010882467462,Deadbuoy,1,SD,0.24969529507216026
34.0,Laki-laki,PNS,Surabaya,5595843.2690641135,0,0.0,58.47863578172128,163.07466384205568,Moonsilk,1,SMA,0.40330823475928185
54.0,Laki-laki,PNS,Manado,15243260.056315662,0,0.0,58.65266674431072,163.80592404303482,Merpati,0,S1,0.4529282133621928
51.0,Perempuan,PNS,Pangkalpinang,7378418.961714896,0,0.0,50.1132727596956,151.3349907975619,Pantone,1,SMA,0.5475808907839564
39.0,Laki-laki,PNS,Pekanbaru,15637909.88129368,0,0.0,61.44085587494102,158.21238866287388,Merpati,1,SMP,0.4494679742010321
43.0,Laki-laki,PNS,Jambi,4975578.1672345735,0,0.0,47.07587812039479,156.57835344136043,Merpati,0,SD,0.3857469658817697
49.0,Laki-laki,PNS,Jakarta,8430456.191669483,0,0.0,54.71042698036018,155.12618317916844,Merpati,0,S1,0.5015193663350632
36.0,Perempuan,Freelance,Jambi,6081777.802727375,0,0.0,62.250483609939955,149.02091696295716,Deadbuoy,1,SMA,0.21060447417178116
42.0,Perempuan,Freelance,Sofifi,8224367.631243095,0,0.0,53.33081101597806,164.61333559882934,Merpati,0,S1,0.16470946450777835
51.0,Perempuan,PNS,Gorontalo,3280165.7698232327,0,0.0,66.48826093167467,160.13590800701857,Shoulder & Head,0,S1,0.4019806647932069
25.0,Laki-laki,PNS,Tanjungselor,7515884.57468405,0,0.0,53.73029864605109,157.81227340539797,Pantone,1,S1,0.42723766326583373
47.0,Laki-laki,PNS,Serang,13911668.078916036,0,1.0,57.484013520934994,155.5192130459009,Deadbuoy,1,S1,0.8384782782478677
39.0,Laki-laki,Pegawai swasta,Serang,6213192.83990064,0,0.0,54.51092918225218,160.00257439555202,Merpati,1,SMA,0.26987950161146834
39.0,Laki-laki,Pegawai swasta,Manado,6923686.813709731,0,0.0,58.85233121842485,153.37546286427315,Moonsilk,0,SMA,0.14978848346942092
43.0,Perempuan,Freelance,Gorontalo,4590666.933652929,0,0.0,59.10142844967489,162.82566385383342,Deadbuoy,0,S1,0.04629461209549052
39.0,Laki-laki,PNS,Serang,20582329.166885547,0,0.0,49.99098714065524,153.7008572672461,Moonsilk,0,S1,0.3715001017054781
39.0,Laki-laki,PNS,Yogyakarta,23070187.44567837,0,0.0,56.358368977224394,152.81721701953916,Pantone,1,SD,0.3978799296328046
34.0,Laki-laki,PNS,Jakarta,8644722.181756288,0,0.0,47.108461429049356,147.0224689178572,Deadbuoy,1,SMA,0.3212745670910012
23.0,Laki-laki,PNS,Palu,4902474.926033537,0,0.0,70.89582706343407,163.78763121769381,Deadbuoy,1,S1,0.4409646626431655
41.0,Laki-laki,Freelance,Gorontalo,3745297.4554210287,0,1.0,80.85089178718665,165.6996792980065,Shoulder & Head,1,SMA,0.5941256096301684
55.0,Laki-laki,Pegawai swasta,Mataram,5591301.301831907,0,1.0,65.05594565395319,155.5864501188762,Deadbuoy,1,S1,0.7147051106220679
51.0,Laki-laki,Pegawai swasta,Pontianak,7944016.799573074,0,0.0,50.32180628103402,161.80415620166903,Moonsilk,1,S1,0.6233212295501208
49.0,Laki-laki,PNS,Manado,10613570.605851645,0,1.0,59.57805172233915,160.2129929600572,Merpati,1,S1,0.8759408625051589
41.0,Laki-laki,Pegawai swasta,Manokwari,8303574.85870895,0,0.0,51.4863641665316,154.102168030056,Deadbuoy,0,S3,0.3095037591913524
51.0,Laki-laki,Pegawai swasta,Denpasar,7925451.969874756,0,1.0,52.73382681807225,159.4291563754901,Pantone,0,SMA,0.6585862307673596
39.0,Perempuan,PNS,Serang,10780297.976227647,0,0.0,,147.59291272553855,Pantone,0,SMA,0.2440900939038523
43.0,Laki-laki,PNS,Makassar,12705366.918184536,0,0.0,59.48658084490375,160.44410031416257,Shoulder & Head,0,S2,0.4128524022626344
44.0,Perempuan,PNS,Gorontalo,16347114.139687754,0,0.0,44.968206770721906,153.61671104188443,Pantone,1,S1,0.5278694292412732
28.0,Laki-laki,PNS,Makassar,8512325.656362247,0,0.0,65.86357260897847,166.22913207541563,Merpati,0,S1,0.2561715255387072
41.0,Perempuan,Pegawai swasta,Manokwari,21139619.23495676,0,0.0,51.79864137131691,156.85133282564212,Pantone,0,S1,0.2619467999866178
34.0,Laki-laki,Pegawai swasta,Mataram,6334068.767769283,0,0.0,52.11115538899978,157.8099581541416,Merpati,1,S1,0.3726689064391433
52.0,Laki-laki,PNS,Gorontalo,3417686.628541989,0,0.0,71.47976938405716,156.7308902596546,Moonsilk,0,SMA,0.4794675788120464
37.0,Perempuan,PNS,Serang,12555457.313927827,0,0.0,56.806407867826955,158.72722587930548,Merpati,0,S1,0.26774354601804273
45.0,Laki-laki,Pegawai swasta,Pekanbaru,12567619.50445998,0,0.0,44.19785675528696,147.58409528315724,Pantone,1,S1,0.4069591761516769
50.0,Laki-laki,Pegawai swasta,Padang,8015058.117734052,0,0.0,46.51148359634514,142.8790975706977,Shoulder & Head,0,S1,0.31268636746263484
43.0,Laki-laki,PNS,Gorontalo,8915865.852672309,0,1.0,44.24488458168258,157.36922501723586,Shoulder & Head,1,S1,0.8337807246163529
39.0,Laki-laki,PNS,Jakarta,4174989.1701531117,0,0.0,72.52987926172456,160.03044184817,Deadbuoy,0,S1,0.299075107800248
46.0,Laki-laki,Pegawai swasta,Palu,14389338.717776313,0,0.0,53.612814127402395,144.87824041906111,Merpati,1,S2,0.3669028221969219
43.0,Laki-laki,PNS,Bengkulu,9725509.90658188,0,0.0,48.286715934353765,154.55931037264287,Moonsilk,1,SMA,0.5018689189195885
52.0,Laki-laki,Pegawai swasta,Mataram,9856124.90242584,0,0.0,63.828826957079066,160.19889692699874,Shoulder & Head,0,S1,0.4286321388550463
32.0,Perempuan,PNS,Bandung,9174331.544072526,0,0.0,53.29689379489131,160.4195189267851,Pantone,0,S1,0.3259026212045815
35.0,Laki-laki,Freelance,Mataram,10473549.84474117,0,0.0,55.32555905867946,159.37850196605052,Pantone,1,S1,0.2280840858524711
31.0,Laki-laki,Pegawai swasta,Palangkaraya,7242818.438648929,0,1.0,50.796112014474595,155.70888088786722,Merpati,0,SMP,0.5715123738036012
48.0,Laki-laki,Pegawai swasta,Yogyakarta,4241589.719857208,0,0.0,47.84314256503429,155.9000339497331,Pantone,1,S1,0.3861627094125508
35.0,Laki-laki,Freelance,Banda Aceh,9281949.028223686,0,0.0,63.22621132551895,170.98319846179683,Merpati,1,S2,0.19765491412324865
40.0,Laki-laki,Pegawai swasta,Semarang,5058933.4665319985,0,0.0,65.00288550047651,156.47408373811015,,0,SMA,0.2769346214201922
39.0,Laki-laki,Pegawai swasta,Medan,8988903.889337534,0,0.0,68.87211786658014,168.78907896451162,Pantone,1,S1,0.32793598096972826
52.0,Laki-laki,PNS,Makassar,15866715.387393722,0,0.0,72.75475458418022,166.35758441179402,Merpati,0,S1,0.5081343936397155
34.0,Perempuan,Pegawai swasta,Banda Aceh,5804935.640345898,0,0.0,51.183907953475845,156.06292825817047,Merpati,0,S1,0.17466715471658795
47.0,Perempuan,PNS,Yogyakarta,6232099.53434848,0,0.0,58.46614412329246,157.77799662673522,Pantone,1,SMA,0.33011077551190265
12.0,Laki-laki,PNS,Banda Aceh,5769073.733853669,0,1.0,57.52263619913879,164.88556973439998,Deadbuoy,0,SD,0.5863712029893857
34.0,Perempuan,PNS,Pekanbaru,9873586.682409048,0,0.0,57.13490419542967,163.3824749502773,Moonsilk,1,S1,0.30717514946983804
49.0,Perempuan,Pegawai swasta,Yogyakarta,6765646.470054807,0,0.0,51.218937991495,164.2434475355351,Shoulder & Head,1,S1,0.3009473145913476
30.0,Laki-laki,Pegawai swasta,Banda Lampung,5361125.208021277,0,1.0,58.599545512915974,159.38229865925962,Deadbuoy,0,SMA,0.504566298546515
38.0,Laki-laki,Pegawai swasta,Bengkulu,6741446.0523489965,0,0.0,68.21095622528524,153.4355085451065,Deadbuoy,1,S1,0.272820954186538
25.0,Laki-laki,Pegawai swasta,Sofifi,9284002.44445492,0,0.0,57.47362245871018,162.71966344903382,Pantone,0,S1,0.1704295343645258
15.0,Perempuan,Pegawai swasta,Makassar,8597785.703087961,0,1.0,72.1213590051246,155.51981908164683,Merpati,0,S1,0.42732324164043295
40.0,Laki-laki,Pegawai swasta,Manado,9064702.79872705,0,0.0,44.31835841203872,151.02861885085022,Pantone,0,SMA,0.2052466835011096
47.0,Laki-laki,Freelance,Serang,7797568.282026479,0,1.0,56.02977685377863,161.51319144321647,Pantone,1,SMA,0.6074948905690511
33.0,Laki-laki,Pegawai swasta,Makassar,11794373.464720827,0,0.0,57.37255624762247,156.11648653268668,Moonsilk,0,S1,0.1704115028285601
44.0,Laki-laki,PNS,Banda Aceh,14257571.421582894,0,1.0,47.00016109899217,156.99392428153325,Merpati,1,S1,0.8992616488407447
43.0,Laki-laki,Pegawai swasta,Banjarmasin,11967701.347074062,0,0.0,56.88211491919743,152.2644226182992,Deadbuoy,1,S1,0.3804680064903612
41.0,Laki-laki,Pegawai swasta,Bengkulu,6431137.483454663,0,0.0,49.488283167036435,157.12190653908237,Pantone,0,S1,0.2790360437934559
23.0,Laki-laki,PNS,Palu,4437982.319049498,0,0.0,46.4950194050885,154.87298580931062,Deadbuoy,1,S1,0.4090233477929048
45.0,Laki-laki,PNS,Jakarta,7055800.63781927,0,0.0,46.797151552657354,155.5567588981906,Moonsilk,1,S1,0.5374650408335948
46.0,Laki-laki,Freelance,Yogyakarta,2272734.528257066,0,1.0,60.88905232244606,162.43047530031578,Deadbuoy,1,S1,0.6530209992131635
43.0,Laki-laki,PNS,Yogyakarta,9455496.218571253,0,0.0,52.476285405213396,143.05641438776576,,1,S1,0.5065928991969711
41.0,Laki-laki,Pegawai swasta,Kendari,6121135.905471645,0,0.0,55.34448677813486,158.6571715191204,Merpati,0,S1,0.2877241333452666
39.0,Perempuan,Pegawai swasta,Pekanbaru,5997825.073169403,0,0.0,49.99870110287712,158.3079288564463,Merpati,0,S1,0.13722423994718816
40.0,Laki-laki,PNS,Samarinda,7963988.101257425,0,0.0,52.36600715319477,161.5209672724062,Deadbuoy,1,S1,0.4522601105681757
25.0,Laki-laki,PNS,Banda Aceh,4189426.349868196,0,0.0,56.76912626045157,153.21010379730362,Deadbuoy,0,SD,0.31006561741365096
42.0,Laki-laki,Pegawai swasta,Pekanbaru,6092223.360830982,0,0.0,43.66258190514945,162.62517007512525,,1,S2,0.42902719707433534
47.0,Laki-laki,Pegawai swasta,Gorontalo,7631492.10399254,0,0.0,59.91646774825281,153.70027365386315,Merpati,1,S1,0.37758780469945297
22.0,Laki-laki,Pengangguran,Bengkulu,8796661.888944935,0,0.0,58.373706166280115,168.89831084252893,Pantone,1,S1,0.603905437615089
47.0,Perempuan,PNS,Banjarmasin,3871337.1860023607,0,0.0,46.601582806668,158.9809353369489,Pantone,1,S1,0.3793766397461609
35.0,Perempuan,Pegawai swasta,Banjarmasin,7711733.312052437,0,0.0,44.768805043690655,149.3312457066007,Shoulder & Head,1,S1,0.12256174708733415
35.0,Laki-laki,Freelance,Denpasar,11189267.123702098,0,1.0,47.59025299248985,156.05744026954358,Shoulder & Head,0,S1,0.3737617210354365
60.0,Laki-laki,PNS,Palangkaraya,9325060.463739354,1,0.0,50.643175117915106,153.75496760999897,Shoulder & Head,0,S1,0.6478132801629096
29.0,Laki-laki,Pegawai swasta,Jakarta,12452536.31147929,0,0.0,51.714152834195346,158.0120538867146,Pantone,1,S1,0.3306436451888602
32.0,Laki-laki,PNS,Padang,26240932.87036674,0,1.0,82.49188521259211,165.04192127842674,Moonsilk,0,SD,0.7310156888942853
15.0,Perempuan,Freelance,Manado,7149625.748908368,0,0.0,51.802340347672825,150.0346729774666,Merpati,1,SMA,0.09503237113331768
33.0,Laki-laki,Freelance,Mamuju,7086113.399278018,0,0.0,44.811415289449066,154.52691016939644,Merpati,1,SMA,0.2318067042052846
30.0,Perempuan,Pegawai swasta,Pontianak,5911581.172179876,0,0.0,49.63680044192432,151.2057310385238,Shoulder & Head,1,SMA,0.2416704349335807
30.0,Laki-laki,Pegawai swasta,Banda Aceh,5191444.7236025715,0,0.0,64.30148339627264,162.9074813492582,Merpati,1,S1,0.367556655868839
29.0,Laki-laki,Pegawai swasta,Manokwari,3823409.747791671,0,0.0,51.28355818204203,154.36467750939937,Merpati,0,SMA,0.27310644761357195
41.0,Laki-laki,PNS,Medan,8576195.569200024,0,1.0,52.84034979319712,166.53543055311457,Shoulder & Head,0,S1,0.6737727923053431
26.0,Laki-laki,PNS,Mamuju,4441076.931629782,0,0.0,51.589230150890714,153.38482026125254,Moonsilk,1,S1,0.4233806457028138
44.0,Laki-laki,Pegawai swasta,Pekanbaru,11922954.119129768,0,0.0,64.56833107006483,156.49009091856013,Moonsilk,0,S1,0.4073804024015944
19.0,Laki-laki,PNS,Denpasar,13159288.166693412,0,0.0,48.71065592532998,162.78491646681556,Shoulder & Head,0,SMA,0.3145894169421484
30.0,Laki-laki,Freelance,Palembang,8773725.04936929,0,0.0,80.0574497255034,177.63679527888115,Deadbuoy,0,SMP,0.09697521242808876
28.0,Laki-laki,Pegawai swasta,Palu,15904818.713415485,0,1.0,56.64903697726918,161.81379994384378,Moonsilk,1,S3,0.5661572268875505
58.0,Perempuan,PNS,Samarinda,15553885.40685673,0,0.0,57.76561148042098,160.96912999264134,Moonsilk,0,S1,0.3764955674794479
35.0,Perempuan,Freelance,Pekanbaru,8108845.676691085,0,0.0,48.14114955990425,152.23290379693748,Pantone,0,S1,0.02616640440731409
22.0,Perempuan,PNS,Ambon,15428163.458561905,0,0.0,86.77630749662478,172.36054729079353,Shoulder & Head,1,S1,0.3230292655927359
44.0,Laki-laki,PNS,Bengkulu,8877695.713169647,0,0.0,46.75919114974543,155.2683493287287,Shoulder & Head,1,S1,0.5608408276388549
38.0,Laki-laki,Pegawai swasta,Pekanbaru,12934715.090959975,0,1.0,58.78930620995025,155.34109256412995,Moonsilk,0,S1,0.5491262363490277
25.0,Perempuan,Freelance,Kupang,8928277.955225475,0,1.0,50.38021381709692,156.22085046871211,Pantone,0,S1,0.2450442342847892
50.0,Laki-laki,PNS,Kendari,25293608.587860037,0,1.0,52.323225510438405,154.55394819860658,Pantone,0,S1,0.7159499936240289
48.0,Perempuan,PNS,Samarinda,5805828.33363415,0,0.0,63.25469658301074,155.29183087215318,Deadbuoy,1,S1,0.3896275944975185
41.0,Perempuan,Pegawai swasta,Padang,5175610.61112543,0,1.0,55.34458156210696,159.3038663347101,Merpati,1,S2,0.6112703640716073
57.0,Laki-laki,Pegawai swasta,Bandung,7344214.447890317,0,0.0,83.81219601280516,167.12495642062254,Deadbuoy,1,SD,0.42869321150756734
31.0,Laki-laki,PNS,Bandung,7915168.892315644,0,0.0,49.502773598022756,155.40889691948,Shoulder & Head,0,SMP,0.2833272912843733
55.0,Laki-laki,PNS,Jayapura,19000498.69618631,0,0.0,49.491686050491026,153.0944032667211,Merpati,1,SMA,0.5808234325289648
38.0,Laki-laki,PNS,Pontianak,4252640.98504354,0,0.0,49.342110294431826,161.91484165980503,Deadbuoy,1,S1,0.3914224165244939
45.0,Perempuan,PNS,Palu,8611688.206240628,0,0.0,61.31308606636102,155.59435021277187,Shoulder & Head,1,SMA,0.3924144103205977
31.0,Perempuan,Pegawai swasta,Gorontalo,6295406.482433807,0,0.0,58.9878896610342,157.353217157645,Pantone,0,SMP,0.19608695902815249
36.0,Perempuan,PNS,Kupang,4848991.253693868,0,0.0,49.44129455891965,162.0177241467059,Merpati,0,S2,0.14217952538981432
35.0,Perempuan,Pengangguran,Semarang,7955436.079985534,0,0.0,62.06722974053017,157.60076124108653,Shoulder & Head,0,S1,0.5033008693167823
24.0,Laki-laki,PNS,Manado,9220844.161018327,0,0.0,60.5233057193829,153.02821562784862,Pantone,0,S1,0.3484106319819353
41.0,Perempuan,Pegawai swasta,Ambon,3787892.4100605263,0,0.0,50.01848519930429,153.18527090566005,Shoulder & Head,0,S1,0.16973619973997287
48.0,Laki-laki,PNS,Kendari,7887046.30913496,0,0.0,51.38947031629467,150.61609419177154,Moonsilk,0,SMA,0.4617786327091325
49.0,Perempuan,Pegawai swasta,Denpasar,15731857.531892706,0,1.0,54.15576876690579,154.87918765446517,Merpati,0,SMA,0.5613401128372083
26.0,Perempuan,PNS,Surabaya,6941136.959813774,0,1.0,43.77039416358146,156.72886222560615,Shoulder & Head,0,SMA,0.5092658797353362
30.0,Perempuan,PNS,Banjarmasin,12027812.796243506,0,0.0,64.46081906728502,162.23118037497642,Moonsilk,0,S1,0.21271743886091496
36.0,Perempuan,Freelance,Pangkalpinang,7521678.720604111,0,0.0,47.68518261935871,155.2765856576709,Deadbuoy,0,SMA,0.08275658021147317
34.0,Laki-laki,PNS,Denpasar,6483336.720598187,0,0.0,52.173479076882714,159.53835884906158,Deadbuoy,1,S1,0.4652992198963345
30.0,Laki-laki,Freelance,Pangkalpinang,4728423.456531193,0,0.0,94.90861970366787,176.63898076377342,Pantone,0,SMA,0.0882881244533191
50.0,Laki-laki,Pegawai swasta,Serang,8201187.739485037,0,0.0,56.53162665942091,154.61342953687895,Moonsilk,0,S1,0.3236658801109552
39.0,Laki-laki,Pegawai swasta,Surabaya,14364047.300687565,0,1.0,48.285575558539115,146.12346062248784,Merpati,0,S1,0.5631510032619186
37.0,Perempuan,PNS,Kupang,5785808.415910877,0,0.0,44.587033369561006,155.93624524520519,Pantone,0,S1,0.27302047286833897
41.0,Laki-laki,Freelance,Pekanbaru,3324217.4647856187,0,0.0,83.36131319383858,170.18363042277971,Merpati,1,SMA,0.2495067998548184
52.0,Laki-laki,Pengangguran,Denpasar,8779729.89913811,0,0.0,70.00697183505974,167.5046359047057,Merpati,1,S1,0.8087010397778334
47.0,Laki-laki,PNS,Banda Lampung,20532468.331448514,0,0.0,58.90455445776178,166.38681145889822,Pantone,1,SMA,0.5935710073215067
25.0,Laki-laki,Pegawai swasta,Gorontalo,41970469.29968383,0,0.0,57.123462246908005,152.11336530144126,Shoulder & Head,1,S3,0.30765250751597994
57.0,Laki-laki,Freelance,Pekanbaru,3439992.558986592,0,0.0,57.46548730270436,150.1085577817254,Merpati,0,SMA,0.2627044757673308
38.0,Perempuan,Freelance,Jambi,6709357.210456485,0,0.0,61.722553733958776,168.4864782984327,Moonsilk,1,SMA,0.08226916501010978
33.0,Laki-laki,PNS,Banda Aceh,8139985.272180565,0,0.0,49.41655378596342,148.92702025565288,Pantone,1,S1,0.4057420035372434
40.0,Laki-laki,Pegawai swasta,Sofifi,6479821.784430485,0,0.0,54.90346258750151,156.50659483985243,Merpati,0,S2,0.14174613626766264
28.0,Laki-laki,Pegawai swasta,Kendari,5849981.450214912,0,1.0,68.77513418875607,161.58443549643317,Shoulder & Head,1,SMA,0.6755555377074421
36.0,Laki-laki,Pegawai swasta,Manado,10179016.29786953,0,0.0,46.855462618132755,151.92877952074264,Shoulder & Head,0,SMA,0.20882446463960708
59.0,Perempuan,PNS,Palu,6044162.175476588,1,0.0,59.201357488305995,155.61141455190963,Moonsilk,0,S1,0.4728755764757584
48.0,Laki-laki,Freelance,Serang,8093325.118535995,0,0.0,51.77974362112626,156.67164428955917,Merpati,1,SMA,0.3631990724845658
24.0,Laki-laki,PNS,Jambi,14662775.77673787,0,0.0,,148.3658544364729,Moonsilk,1,SMA,0.4985991101600798
39.0,Laki-laki,Freelance,Manokwari,6260950.034219338,0,0.0,57.8178229715295,156.48148900847897,Shoulder & Head,0,SMA,0.13473655102150126
49.0,Perempuan,PNS,Banda Lampung,22810593.48199997,0,0.0,50.30191191606343,160.97735917698014,Pantone,1,S1,0.5321288765492459
34.0,Perempuan,Pegawai swasta,Palu,13353938.774093492,0,0.0,58.472059789761666,155.72145310913191,Deadbuoy,1,S1,0.18740204311437286
32.0,Laki-laki,Pegawai swasta,Pangkalpinang,13822526.085653147,0,0.0,48.64703926164715,154.18286340277504,Pantone,1,SMA,0.28196286409517635
31.0,Laki-laki,Pegawai swasta,Medan,11686719.28043591,0,1.0,55.699623724469134,167.67924274588944,Merpati,0,SMP,0.5573005876969713
57.0,Laki-laki,Pegawai swasta,Jakarta,10038195.703498363,0,0.0,63.056031771430504,154.02074475887534,Merpati,1,S1,0.38536314837780816
41.0,Perempuan,Pegawai swasta,Yogyakarta,10995378.47174591,0,1.0,76.96799470088023,154.67760059953443,Pantone,0,SMP,0.5053093665546521
25.0,Laki-laki,Pegawai swasta,Bengkulu,22595133.79410729,0,0.0,46.237258390095214,155.6556640975375,Deadbuoy,0,S1,0.2895459479636313
44.0,Laki-laki,PNS,Pangkalpinang,9441652.436356906,0,0.0,40.0,147.25104689156706,Shoulder & Head,0,SMP,0.3091595288173833
44.0,Perempuan,Pegawai swasta,Palangkaraya,4159289.986948703,0,0.0,52.425997130062115,155.09501825996438,Merpati,1,S1,0.2838205761673658
44.0,Laki-laki,Pegawai swasta,Samarinda,4462702.013255421,0,0.0,51.16445049667185,161.48055062959187,Shoulder & Head,0,S1,0.31494956222253684
29.0,Perempuan,Freelance,Sofifi,5489157.877490477,0,0.0,50.80106318136129,157.3981586019454,Pantone,0,SMA,-0.0911295956117442
22.0,,PNS,Banjarmasin,9315569.75863824,0,1.0,60.961770815838186,159.08721037830003,Pantone,1,SMA,0.6304684999894312
18.0,Laki-laki,PNS,Tanjungselor,6538402.424682993,0,0.0,56.49070264141234,170.3054012247622,Shoulder & Head,1,SMA,0.4418433076903484
39.0,Perempuan,PNS,Kupang,14231609.884548005,0,0.0,45.164610085644476,151.66926949033885,Merpati,0,SMA,0.2847441670086369
29.0,Perempuan,PNS,Jakarta,11789911.51612001,0,1.0,60.50381807415603,158.66792071162212,Pantone,0,S2,0.490855692607137
22.0,Laki-laki,PNS,Mataram,8747817.303828564,0,0.0,47.4242324119044,157.04380156595968,Deadbuoy,0,SMA,0.2707354756110505
32.0,Laki-laki,Pegawai swasta,Medan,8368821.5195988035,0,0.0,78.37064082256894,162.0997146942467,Moonsilk,1,SMA,0.2890108885103154
33.0,Perempuan,Freelance,Manokwari,6155187.538300461,0,1.0,55.51417645672361,152.16869262875358,Shoulder & Head,1,S1,0.3830898646058392
34.0,Laki-laki,PNS,Banda Lampung,6517057.774977812,0,1.0,55.013803971195365,151.17598613635113,Deadbuoy,1,S1,0.7200537678965699
38.0,Perempuan,Pegawai swasta,Palu,5934515.463022852,0,0.0,54.416130301127424,156.78009542077888,Shoulder & Head,0,S1,0.1183839976763712
70.0,Perempuan,,Padang,12475263.596975332,1,0.0,52.98765467215661,162.3129570362519,Deadbuoy,1,S1,0.4675149156832965
41.0,Perempuan,,Gorontalo,13947060.121227572,0,0.0,46.81127852699554,158.3583897617969,Shoulder & Head,1,S1,0.3071041826976443
